paramid,name,element_id
508,PHSW,sea_water_ph_reported_on_total_scale
3248,,sum(water_evaporation_amount P3M)
3258,,sum(boolean_clear_sky_weather(cloud_area_fraction P1D) P3M)
3259,,sum(boolean_fair_weather(cloud_area_fraction P1D) P3M)
10637,WDLF,sea_surface_swell_wave_from_direction
3296,,best_estimate_sum(precipitation_amount P6M)
2736,X1VRX,max(visibility_in_air_rvr_x1r)
2737,X2VRX,max(visibility_in_air_rvr_x2r)
277,X3VR,visibility_in_air_rvr_x3r
291,CV,sea_water_speed
83,FG,wind_speed_of_gust
90,FG_1,max(wind_speed_of_gust PT1H)
3260,,sum(boolean_overcast_weather(cloud_area_fraction P1D) P3M)
3263,,sum(duration_of_sunshine P3M)
3264,,min(sum(duration_of_sunshine P1D) P3M)
3265,,max(sum(duration_of_sunshine P1D) P3M)
3266,,mean(surface_air_pressure P3M)
3267,,min(surface_air_pressure P3M)
3268,,max(surface_air_pressure P3M)
3269,,mean(air_pressure_at_sea_level P3M)
3270,,min(air_pressure_at_sea_level P3M)
3271,,max(air_pressure_at_sea_level P3M)
164,WDM2,sea_surface_secondary_wave_from_direction
3272,,mean(surface_snow_thickness P3M)
3273,,min(surface_snow_thickness P3M)
3274,,max(surface_snow_thickness P3M)
3280,,mean(min(air_temperature P1D) P3M)
3281,,mean(max(air_temperature P1D) P3M)
3282,,mean(min(grass_temperature P1D) P3M)
3283,,min(min(grass_temperature P1D) P3M)
3284,,max(min(grass_temperature P1D) P3M)
3285,,mean(sea_surface_temperature P3M)
3287,,max(sea_surface_temperature P3M)
88,FX_6,max(wind_speed PT6H)
91,FG_6,
3193,,mean(humidity_mixing_ratio P1M)
3292,,mean(water_vapor_partial_pressure_in_air P3M)
3294,,min(visibility_in_air_poorest_direction P3M)
3295,,max(visibility_in_air_poorest_direction P3M)
3286,,min(sea_surface_temperature P3M)
165,WDPT,sea_surface_wave_from_direction_at_variance_spectral_density_maximum
507,FSW,flourescence_of_chlorophyl_a_in_sea_water
510,FSW_CDOM,flourescense_of_dissolved_organic_carbon_in_sea_water
511,OSW_M,mole_concentration_of_dissolved_molecular_oxygen_in_sea_water
92,FG_12,
3293,,integral_of_excess(mean(air_temperature P1D) P3M 0.0)
3288,,mean(relative_humidity P3M)
3275,,mean(snow_coverage_type P3M)
3276,,min(snow_coverage_type P3M)
114,SS_24,over_time(thickness_of_snowfall_amount P1D)
3016,,mean(air_temperature P1D)
110,RR_24,sum(precipitation_amount P1D)
3241,,sum(precipitation_amount P1D)
3086,,min(cloud_area_fraction P1D)
94,FG_X,
505,OSW,fractional_saturation_of_oxygen_in_sea_water
3074,,integral_of_deficit_interpolated(mean(air_temperature P1D) P1M 17.0)
3070,,integral_of_deficit(mean(air_temperature P1D) P1Y 17.0)
3071,,integral_of_deficit(mean(air_temperature P1D) P3M 17.0)
3072,,integral_of_deficit(mean(air_temperature P1D) P6M 17.0)
3088,,max(cloud_area_fraction P1D)
252,TAX_24,max(air_temperature P1D)
253,TAM_24,mean(air_temperature P1D)
10053,SLAGW,over_time(precipitation_type_visual P1D)
10054,SLAGWA,over_time(precipitation_type_automatic P1D)
3119,,min(sea_state P1D)
3093,,mean(air_pressure_at_sea_level P1D)
3095,,min(air_pressure_at_sea_level P1D)
3097,,max(air_pressure_at_sea_level P1D)
3136,,mean(water_vapor_partial_pressure_in_air P1D)
3146,,min(sea_surface_wave_mean_period P1M)
3200,,integral_of_deficit_interpolated(mean(air_temperature_normal P1D 1991_2020) P1M 17.0)
3201,,integral_of_deficit_interpolated(mean(air_temperature_normal P1D 1961_1990) P1M 17.0)
89,FX_12,
10091,FFY_01,
3203,,integral_of_deficit_interpolated(mean(air_temperature_normal P1D 1961_1990) P1Y 17.0)
3073,,integral_of_deficit(mean(air_temperature P1D) P1D 17.0)
3289,,min(relative_humidity P3M)
3290,,max(relative_humidity P3M)
3175,,sum(precipitation_amount_anomaly P1M 1961_1990)
3313,,region_sum(precipitation_amount_anomaly P1Y 1961_1990)
3240,,sum(precipitation_amount P1M)
82,FF_02,mean(wind_speed PT2M)
3163,,sum(precipitation_amount_anomaly P1M 1991_2020)
3244,,sum(water_evaporation_amount P1M)
3178,,sum(precipitation_amount_anomaly P1Y 1961_1990)
3179,,sum(precipitation_amount_anomaly P3M 1961_1990)
10083,FG_01,max(wind_speed_of_gust PT1M)
3087,,min(cloud_area_fraction P1M)
3089,,max(cloud_area_fraction P1M)
3117,,min(snow_coverage_type P1M)
3118,,max(snow_coverage_type P1M)
3151,,min(sea_surface_wave_significant_height P1D)
3149,,max(sea_surface_wave_significant_height P1D)
3036,,min(surface_air_pressure P1M)
3038,,max(surface_air_pressure P1M)
3094,,mean(air_pressure_at_sea_level P1M)
3096,,min(air_pressure_at_sea_level P1M)
3098,,max(air_pressure_at_sea_level P1M)
3133,,max(min(grass_temperature P1D) P1M)
3135,,integral_of_excess(mean(air_temperature P1D) P1M 5.0)
3139,,integral_of_excess(mean(air_temperature P1D) P1M 0.0)
3176,,sum(precipitation_amount_anomaly P6M 1961_1990)
3121,,max(sea_state P1D)
1087,FG_02,max(wind_speed_of_gust PT2M)
3165,,sum(precipitation_amount_anomaly P3M 1991_2020)
3312,,region_sum(precipitation_amount P1M 1991_2020)
3195,,over_time(sum(time_of_maximum_precipitation_amount P1D) P1M)
3323,,region_mean(air_temperature P1Y 1991_2020)
3324,,region_mean(air_temperature P3M 1991_2020)
3332,,region_mean(air_temperature_anomaly P1M 1971_2000)
3028,,min(grass_temperature P1D)
3314,,region_sum(precipitation_amount_anomaly P3M 1961_1990)
3315,,region_sum(precipitation_amount_anomaly P1M 1961_1990)
3334,,region_sum(precipitation_amount_normal P3M 1961_1990)
3335,,region_sum(precipitation_amount_normal P1M 1961_1990)
3307,,region_sum(precipitation_amount P1Y 1961_1990)
3320,,region_mean(air_temperature P1Y 1961_1990)
3321,,region_mean(air_temperature P3M 1961_1990)
3325,,region_mean(air_temperature P1M 1991_2020)
3075,,boolean_clear_sky_weather(cloud_area_fraction P1D)
3077,,boolean_fair_weather(cloud_area_fraction P1D)
3079,,boolean_overcast_weather(cloud_area_fraction P1D)
3123,,specific_humidity
3152,,min(sea_surface_wave_significant_height P1M)
3172,,mean(air_temperature_anomaly P1Y 1961_1990)
3161,,mean(air_temperature_anomaly P3M 1991_2020)
85,FM,mean(wind_speed PT1H)
10081,FF_01,mean(wind_speed PT1M)
97,FA,
10084,FSQUALL,
3309,,region_sum(precipitation_amount P1M 1961_1990)
3317,,region_sum(precipitation_amount_anomaly P3M 1991_2020)
3318,,region_sum(precipitation_amount_anomaly P1M 1991_2020)
3338,,region_sum(precipitation_amount_normal P1M 1991_2020)
3340,,region_mean(air_temperature_normal P3M 1961_1990)
3341,,region_mean(air_temperature_normal P1M 1961_1990)
3327,,region_mean(air_temperature_anomaly P3M 1961_1990)
3344,,region_mean(air_temperature_normal P1M 1991_2020)
3329,,region_mean(air_temperature_anomaly P1Y 1991_2020)
3330,,region_mean(air_temperature_anomaly P3M 1991_2020)
3331,,region_mean(air_temperature_anomaly P1M 1991_2020)
3125,,mean_k(air_temperature P1D)
3134,,integral_of_excess(mean(air_temperature P1D) P1D 5.0)
3302,TAND,min(air_temperature P1D)
3138,,integral_of_excess(mean(air_temperature P1D) P1D 0.0)
3145,,min(sea_surface_wave_mean_period P1D)
3147,,mean(sea_surface_wave_significant_height P1D)
3303,TAXD,max(air_temperature P1D)
3008,,mean(relative_humidity P1M)
3027,,mean(dew_point_temperature P1M)
3076,,sum(boolean_clear_sky_weather(cloud_area_fraction P1D) P1M)
3080,,sum(boolean_overcast_weather(cloud_area_fraction P1D) P1M)
3082,,mean(cloud_area_fraction P1M)
3159,,mean(air_temperature_anomaly P1M 1991_2020)
3194,,number_of_days_gte(sum(precipitation_amount P1D) P1M 1.0)
3160,,mean(air_temperature_anomaly P1Y 1991_2020)
74,DX_3,max_wind_speed(wind_from_direction PT3H)
129,EE,state_of_ground
3168,,best_estimate_mean(air_temperature_anomaly P1Y 1961_1990)
3186,,best_estimate_mean(air_temperature_anomaly P6M 1961_1990)
86,FX,max(wind_speed)
10521,PARTVEL_01,
84,FG_010,max(wind_speed_of_gust PT10M)
81,FF,wind_speed
3249,,mean(wind_speed P3M)
3250,,min(wind_speed P3M)
3251,,max(wind_speed P3M)
3252,,mean(wind_speed_of_gust P3M)
3253,,min(wind_speed_of_gust P3M)
3254,,max(wind_speed_of_gust P3M)
3255,,mean(max(wind_speed P1D) P3M)
3256,,min(max(wind_speed P1D) P3M)
3257,,max(max(wind_speed P1D) P3M)
3056,,mean(wind_speed_of_gust P1D)
3058,,min(wind_speed_of_gust P1D)
3060,,max(wind_speed_of_gust P1D)
3067,,max(max(wind_speed PT1H) P1D)
3044,,mean(wind_speed P1D)
3046,,min(wind_speed P1D)
3049,,max(wind_speed P1D)
3052,,min(wind_speed P1D)
3062,,mean(max(wind_speed P1D) P1M)
3047,,min(wind_speed P1M)
3051,,mean(wind_speed P1M)
3054,,max(wind_speed P1D)
3053,,min(wind_speed P1M)
3055,,max(wind_speed P1M)
3048,,max(wind_speed P1M)
95,FX_3,max(wind_speed PT3H)
3261,,min(cloud_area_fraction P3M)
3262,,max(cloud_area_fraction P3M)
3140,,over_time(weather_cloud_symbol PT6H)
3116,,mean(snow_coverage_type P1M)
3122,,max(sea_state P1M)
2735,X2VRT,visibility_in_air_rvr_tendency_x2r
2744,X3VRXMP,max(visibility_in_air_rvr)_validation_x3r
2743,X2VRXMP,max(visibility_in_air_rvr)_validation_x2r
2742,X1VRXMP,max(visibility_in_air_rvr)_validation_x1r
1045,REWW3,over_time(weather_type_tertiary_significance_metar)
1044,REWW2,over_time(weather_type_secondary_significance_metar)
2746,X3VRMP,visibility_in_air_rvr_validation_x3r
2752,CC2_M,cloud_type_icao2
2753,CC3_M,cloud_type_icao3
2754,CC4_M,cloud_type_icao4
1041,WWB3,weather_type_tertiary_significance_metar
10287,STATPWD,
1040,WWB2,weather_type_secondary_significance_metar
10289,STATSA,
10313,STATPLUOPER,status_pluviometer_operating_period
10511,STATRA,
10301,HEATSTATPLUV,
10302,STATPLUV,
10508,STATTA,
10510,STATPA,
10512,STATCL31,
10098,CHECKTHIES3D,
10516,STATEL,
3277,,max(snow_coverage_type P3M)
3278,,min(sea_state P3M)
3279,,max(sea_state P3M)
2748,X3VRT,visibility_in_air_rvr_tendency_x3r
10051,SLAG,over_time(precipitation_type P1D)
10052,SLAGV,over_time(precipitation_class1 P1D)
28,NS4,cloud_area_fraction4
